codigo_convenio;nome_convenio;novo_com_seguro;novo_sem_seguro;refin_com_seguro;refin_sem_seguro
30;MUNICIPIO DE CHAPADAO DO SUL;"[{""tx"": 2.06, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.16, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.26, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.36, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.46, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.06, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.16, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.26, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.36, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.46, ""com"": 4.0, ""pz"": ""96""}]"
97;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;"[{""tx"": 2.14, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.24, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.44, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.34, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.74, ""com"": 4.0, ""pz"": ""96""}]"
125;TRIBUNAL REGIONAL DO TRABALHO DA 2A REGIAO;"[{""tx"": 1.95, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.0, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.2, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.95, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.0, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.2, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}]"
127;TRIBUNAL REGIONAL DO TRABALHO DA 01A REGIAO;"[{""tx"": 1.94, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.99, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.09, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.19, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.29, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.94, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.99, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.09, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.19, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.29, ""com"": 4.0, ""pz"": ""96""}]"
145;MINISTERIO PUBLICO DO ESTADO DO AMAPA;"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.6, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.7, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.36, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.46, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.56, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.66, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.76, ""com"": 4.0, ""pz"": ""96""}]"
191;TRIBUNAL DE JUSTICA DO ESTADO DO PARA;"[{""tx"": 1.94, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.04, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.94, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.04, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}]"
279;TRIBUNAL REGIONAL ELEITORAL DO RIO GRANDE DO SUL;"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]"
438;MINISTERIO DA AERONAUTICA;"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.45, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.55, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.65, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.75, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.45, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.55, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.65, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.75, ""com"": 4.0, ""pz"": ""96""}]"
853;GOVERNO DO ESTADO DO AMAPA;"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.39, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.49, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.59, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.69, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.39, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.49, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.59, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.69, ""com"": 4.0, ""pz"": ""96""}]"
862;TRIBUNAL REGIONAL DO TRABALHO 14A REGIAO;"[{""tx"": 1.99, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.04, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.99, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.04, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}]"
864;TRIBUNAL REGIONAL DO TRABALHO 12A REGIAO;"[{""tx"": 2.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 4.0, ""pz"": ""96""}]"
872;TRIBUNAL REGIONAL ELEITORAL DO ESTADO DO TOCANTINS;"[{""tx"": 2.88, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.93, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.03, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.13, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.23, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.88, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.93, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.03, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.13, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.23, ""com"": 4.0, ""pz"": ""96""}]"
914;TRIBUNAL REGIONAL DO TRABALHO DA 11 REGIAO;"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]"
1011;TOCANTINS PROCURADORIA GERAL DA JUSTICA;"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.69, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.79, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.89, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.99, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.69, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.79, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.89, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.99, ""com"": 4.0, ""pz"": ""96""}]"
1014;TRIBUNAL DE JUSTICA DO ESTADO DO TOCANTINS;"[{""tx"": 2.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 4.0, ""pz"": ""96""}]"
1015;TRIBUNAL DE CONTAS DO ESTADO DO TOCANTINS;"[{""tx"": 2.59, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.04, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.14, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.34, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.59, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.04, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.14, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.34, ""com"": 4.0, ""pz"": ""96""}]"
1021;ASSEMBLEIA LEGISL DO EST TOCANTINS;"[{""tx"": 2.19, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.29, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.39, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.49, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.59, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.34, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.74, ""com"": 4.0, ""pz"": ""96""}]"
1058;PREFEITURA MUNICIPAL DE CAETE;"[{""tx"": 2.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.31, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.41, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.51, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.61, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.71, ""com"": 4.0, ""pz"": ""96""}]"
1065;PREFEITURA MUNICIPAL DE VESPASIANO;"[{""tx"": 2.0, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.05, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.15, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.35, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.0, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.05, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.15, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.35, ""com"": 4.0, ""pz"": ""96""}]"
1106;TRIBUNAL DE JUSTICA DO ESTADO DO AMAPA;"[{""tx"": 2.13, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.18, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.28, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.38, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.48, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.13, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.18, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.28, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.38, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.48, ""com"": 4.0, ""pz"": ""96""}]"
1142;JUSTICA FEDERAL DE PRIMEIRO GRAU NO;"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]"
1152;NITEROI PREV;"[{""tx"": 2.14, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.24, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.44, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.14, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.24, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.44, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 4.0, ""pz"": ""96""}]"
1216;ASSEMBLEIA LEGISLATIVA DO EST DA PARAIBA;"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]"
1238;GOVERNO DO ESTADO DA PARAIBA;"[{""tx"": 2.0, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.05, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.15, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.35, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.0, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.05, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.15, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.35, ""com"": 4.0, ""pz"": ""96""}]"
1241;TRIBUNAL DE CONTAS DO ESTADO DA PARAIBA;"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]"
1242;TRIBUNAL DE JUSTICA DO ESTADO DA PARAIBA;"[{""tx"": 2.02, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.07, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.17, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.27, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.37, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.02, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.07, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.17, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.27, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.37, ""com"": 4.0, ""pz"": ""96""}]"
1243;UNIVERSIDADE ESTADUAL DA PARAIBA;"[{""tx"": 2.07, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.12, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.22, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.32, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.42, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.07, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.12, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.22, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.32, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.42, ""com"": 4.0, ""pz"": ""96""}]"
1276;TRIBUNAL DE CONTAS DO ESTADO PARA;"[{""tx"": 2.49, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.59, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.69, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.79, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.89, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.49, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.59, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.69, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.79, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.89, ""com"": 4.0, ""pz"": ""96""}]"
1297;TRIBUNAL DE JUSTIÃA DE RORAIMA;"[{""tx"": 2.05, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.05, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}]"
1355;PREF MUNICIPAL DE BARRA DO PIRAI;"[{""tx"": 1.98, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.03, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.13, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.23, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.33, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.98, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.03, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.13, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.23, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.33, ""com"": 4.0, ""pz"": ""96""}]"
1397;ASPMI INDAIATUBA-ASSOC SERV INDAIATUBA;"[{""tx"": 2.04, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.09, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.19, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.39, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.04, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.09, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.19, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.39, ""com"": 4.0, ""pz"": ""96""}]"
1451;PREFEITURA MUNICIPAL DE RIO BRANCO;;"[{""tx"": 3.0, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.1, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.63, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.68, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.73, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.88, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.93, ""com"": 4.0, ""pz"": ""96""}]"
1473;PREFEITURA MUNICIPAL DE CAMBUI;"[{""tx"": 2.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.6, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.7, ""com"": 4.0, ""pz"": ""96""}]"
1633;PREFEITURA MUNICIPAL DE CONGONHAS;"[{""tx"": 2.06, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.16, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.26, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.36, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.46, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.06, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.16, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.26, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.36, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.46, ""com"": 4.0, ""pz"": ""96""}]"
1638;PREFEITURA MUNICIPAL DE CRUZILIA;"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]"
1690;PREFEITURA MUNICIPAL DE CORNELIO PROCOPIO;"[{""tx"": 2.87, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.97, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.07, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.17, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.27, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.87, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.97, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.07, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.17, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.27, ""com"": 4.0, ""pz"": ""96""}]"
1857;CAMPANHA PREFEITURA;"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]"
