codigo_convenio;nome_convenio;novo_com_seguro;novo_sem_seguro;refin_com_seguro;refin_sem_seguro
21145;PREFEITURA MUNICIPAL DE GABRIEL MONTEIRO;"[{""tx"": 2.14, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.24, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.44, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.14, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.24, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.44, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 4.0, ""pz"": ""96""}]"
21146;PREFEITURA MUNICPAL DE BURITAMA;"[{""tx"": 2.06, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.11, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.21, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.31, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.41, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.06, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.11, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.21, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.31, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.41, ""com"": 4.0, ""pz"": ""96""}]"
21148;PREFEITURA MUNICIPAL DE MIRANDOPOLIS;"[{""tx"": 2.01, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.06, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.16, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.26, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.36, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.01, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.06, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.16, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.26, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.36, ""com"": 4.0, ""pz"": ""96""}]"
21150;PREFEITURA MUNICIPAL DE SANTÃPOLIS DO AGUAPEÃ;"[{""tx"": 2.26, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.31, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.41, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.51, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.61, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.26, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.31, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.41, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.51, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.61, ""com"": 4.0, ""pz"": ""96""}]"
21152;PREFEITURA MUNICIPAL DE PEREIRA BARRETO;"[{""tx"": 2.16, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.26, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.36, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.46, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.56, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.16, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.26, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.36, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.46, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.56, ""com"": 4.0, ""pz"": ""96""}]"
21153;PREFEITURA MUNICIPAL DE ITAPURA;"[{""tx"": 2.19, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.24, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.44, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.19, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.24, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.44, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 4.0, ""pz"": ""96""}]"
21162;PREFEITURA MUNICIPAL DE POMPEIA;"[{""tx"": 2.1, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.6, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.7, ""com"": 4.0, ""pz"": ""96""}]"
21163;PREFEITURA MUNICIPAL DE FLORINEA;"[{""tx"": 2.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.34, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.74, ""com"": 4.0, ""pz"": ""96""}]"
21167;PREFEITURA MUNICIPAL DE GALIA;"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]"
21172;PREFEITURA MUNICIPAL DE PALMITAL;"[{""tx"": 2.59, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.69, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.79, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.89, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.99, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.59, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.69, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.79, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.89, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.99, ""com"": 4.0, ""pz"": ""96""}]"
21173;PREFEITURA MUNICIPAL DE TAIACU;"[{""tx"": 2.72, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.77, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.87, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.97, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.07, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.72, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.77, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.87, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.97, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.07, ""com"": 4.0, ""pz"": ""96""}]"
21175;PREFEITURA MUNICIPAL DE OSCAR BRESSANE;"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.35, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.45, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.55, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.65, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.35, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.45, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.55, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.65, ""com"": 4.0, ""pz"": ""96""}]"
21177;PREFEITURA MUNICIPAL DA ESTANCIA TURISTICA DE PARAGUACU PAULISTA;"[{""tx"": 1.95, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.0, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.2, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.95, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.0, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.2, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}]"
21178;PREFEITURA MUNICIPAL DE QUATA;"[{""tx"": 1.88, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.93, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.03, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.13, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.23, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.88, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.93, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.03, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.13, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.23, ""com"": 4.0, ""pz"": ""96""}]"
21179;PREFEITURA MUNICIPAL DE PRESIDENTE ALVES;"[{""tx"": 2.05, ""com"": 3.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.6, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.7, ""com"": 4.0, ""pz"": ""96""}]"
21184;PREFEITURA MUNICIPAL DE TUPA;"[{""tx"": 1.91, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.01, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.11, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.21, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.31, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.99, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.09, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.19, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.39, ""com"": 4.0, ""pz"": ""96""}]"
21190;PREFEITURA MUNICIPAL DE RAFARD;"[{""tx"": 1.99, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.04, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.04, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.99, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.04, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.04, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 4.0, ""pz"": ""96""}]"
21194;PREFEITURA MUNICIPAL DE BARRETOS;"[{""tx"": 2.03, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.13, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.23, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.33, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.43, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.03, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.13, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.23, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.33, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.43, ""com"": 4.0, ""pz"": ""96""}]"
21198;PREFEITURA MUNICIPALDE CAIABU;"[{""tx"": 2.42, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.52, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.62, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.72, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.82, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.42, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.52, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.62, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.48, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.53, ""com"": 4.0, ""pz"": ""96""}]"
21199;PREFEITURA MUNICIPAL DE MARTINOPOLIS;"[{""tx"": 2.89, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.99, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.09, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.19, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.29, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.89, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.99, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.09, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.19, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.29, ""com"": 4.0, ""pz"": ""96""}]"
21200;PREFEITURA MUNICIPAL DE NARANDIBA;"[{""tx"": 2.37, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.47, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.57, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.67, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.77, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.37, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.47, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.57, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.55, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.65, ""com"": 4.0, ""pz"": ""96""}]"
21204;PREFEITURA MUNICIPAL DE SANDOVALINA;"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.69, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.79, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.89, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.99, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.69, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.79, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.89, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.99, ""com"": 4.0, ""pz"": ""96""}]"
21205;PREFEITURA MUNICIPAL DE TARABAI;"[{""tx"": 2.37, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.42, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.52, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.42, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.52, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.37, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.42, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.52, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.42, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.52, ""com"": 4.0, ""pz"": ""96""}]"
21206;PREFEITURA MUNICIPAL DE DRACENA;"[{""tx"": 2.05, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.05, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}]"
21207;PREFEITURA MUNICIPAL DE MONTE CASTELO;"[{""tx"": 2.6, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.7, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.8, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.9, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.0, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.6, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.7, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.8, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.6, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.7, ""com"": 4.0, ""pz"": ""96""}]"
21211;PREF MUN DE PAULICEIA;"[{""tx"": 2.06, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.11, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.21, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.31, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.41, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.06, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.11, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.21, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.31, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.41, ""com"": 4.0, ""pz"": ""96""}]"
21212;PREFEITURA MUNICIPAL DE SANTA MERCEDES;"[{""tx"": 2.1, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.15, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.25, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.35, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.45, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.1, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.15, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.25, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.35, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.45, ""com"": 4.0, ""pz"": ""96""}]"
21214;PREF MUN DE IRAPURU;"[{""tx"": 2.74, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.79, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.89, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.99, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.09, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.74, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.79, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.89, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.99, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.09, ""com"": 4.0, ""pz"": ""96""}]"
21215;PREFEITURA MUNICIPAL DE PACAEMBU;"[{""tx"": 2.14, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.34, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.34, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.74, ""com"": 4.0, ""pz"": ""96""}]"
21217;PREF MUN DE MIRANTE DO PARANAPANEMA;"[{""tx"": 2.23, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.28, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.38, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.28, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.38, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.23, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.28, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.38, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.28, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.38, ""com"": 4.0, ""pz"": ""96""}]"
21219;PREFEITURA MUNICIPAL DE TEODORO SAMPAIO;"[{""tx"": 2.91, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.01, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.11, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.21, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.31, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.91, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.01, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.11, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.74, ""com"": 4.0, ""pz"": ""96""}]"
21225;PREFEITURA MUNICIPAL DE ELDORADO;"[{""tx"": 2.08, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.13, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.23, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.33, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.43, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.08, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.13, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.23, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.33, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.43, ""com"": 4.0, ""pz"": ""96""}]"
21228;PREFEITURA MUNICIPAL DE POTIRENDABA;"[{""tx"": 2.41, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.46, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.56, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.66, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.76, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.41, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.46, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.56, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.66, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.76, ""com"": 4.0, ""pz"": ""96""}]"
21230;PREFEITURA MUNICIPAL DE UCHOA;"[{""tx"": 2.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 4.0, ""pz"": ""96""}]"
21234;PREFEITURA MUNICIPAL DE MIRA ESTRELA;"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]"
21237;PREFEITURA MUNICIPAL DE PINDORAMA;"[{""tx"": 2.75, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.85, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.95, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.05, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.15, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.75, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.85, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.95, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.6, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.7, ""com"": 4.0, ""pz"": ""96""}]"
21238;PREFEITURA MUNICIPAL DE CATIGUA;"[{""tx"": 2.05, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.05, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}]"
